"Collection Name","Title#1","Creator#1","CreatorLink#1","Subject#1","SubjectLink#1","Subject#2","SubjectLink#2","Description#1","Publisher#1","Contributor#1","ContributorLink#1","Contributor#2","Date#1","Type#1","TypeLink#1","Format#1","FormatLink#1","Identifier#1","Identifier ARK#1","Source#1","Language#1","LanguageLink#1","Coverage#1","CoverageLink#1","Rights#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Winnipeg Jewish Renewal Oral History Collection","Interview with David Wilder, 30 January 2016","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of David Wilder, born 1954, by Dr. Justin Jaron Lewis at the Adas Yeshurun Herzlia Synagogue. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:30 David begins by talking about his recollections of Zalman starting in 1972 through 1975. He was a student in the Department of Judaic Studies at the University of Manitoba; 01:20 David states his friends were Zalman’s kids and he dated one of his daughters which caused an uneasiness or friction between Zalman and himself; 03:32 David talks about his experience growing up in the 1960s and how conservative he was at the time. He believes he became close to Zalman’s kids because there were also fairly conservative and did not do drugs, while their father did; 06:23 David talks about experiences with Zalman while he was in high school and his first encounter of Zalman; 10:20 David and Justin talk about Zalman’s drug use and LSD; 11:58 Justin asks David how other Rabbis or professors got along with Zalman. He also talks about his experiences in various courses in his program; 17:52 David talks about his experiences with [Fagle?]. David talks about how bitter she was; 25:40 David talks about how he started dating Tina. He states he met her at Yale through Jewish student organizations; 28:21 David tells a story about a play that Zalman did the music for and the fact that it was a great experience; 37:22 Justin asks if David took the Psychology of Religion course and he said it wasn’t available at the time. He continues to talk about other courses that were offered; 44:40 David talks about the students that went into law; 50:08 David talks about [Israel Bonds?] and going to New York in the 1980’s; 55:50 Justin and David talk about the break down of Jewish leadership after Zalman left; 01:03:29 David talks about how strong Zalman was in his early years; 01:09:00 David provides Justin with contacts for other Rabbis and family members; 01:11:09 Justin thanks David for his participation.","University of Colorado Boulder Archives Department","Wilder, David","","","2016-01-30","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegDavidWilderJan302016.MP3","https://ark.colorado.edu/ark:/47540/9s161q21385x","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Winnipeg","http://vocab.getty.edu/tgn/7013148","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","33","289329","4878","WinnipegDavidWilderJan302016.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~33~289329"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Edward, 9 January 2017","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Edward, born 1945, by Dr. Justin Jaron Lewis. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:32 Edward talks about his memories of Rabbi Zalman during his time as an undergraduate student. He continues to talk about the psychological stress he encountered as a student; 03:07 Edward mentions that after an hour session with Zalman he felt much better about the psychological stresses he dealt with and was able to function again; 04:25 Edward talks about how he would see Zalman occasionally after his first session with him. He mentions he did not take any of his courses; 06:50 Justin asks if Edward is willing to share some of the things him and Zalman talked about during their session together; 09:09 Justin asks Edward for permission to donate the recording to the archives; 09:30 Edward finishes by highlighting the positive aspects of Zalman because everyone became so concerned with Zalman’s divorce.","University of Colorado Boulder Archives Department","Edward","","","2017-01-09","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegEdwardJan092017.MP3","https://ark.colorado.edu/ark:/47540/2n4n274103xm","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","[Winnipeg]","http://vocab.getty.edu/tgn/7013148","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","34","289328","4878","WinnipegEdwardJan092017.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~34~289328"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Elana Schachter, 29 December 2014","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Elana Schachter, born 1947, by Dr. Justin Jaron Lewis via the telephone from the interviewee's home in Safed (Tzfat) to the interviewer's office. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:47 Elana states she met Reb Zalman in San Francisco, although Zalman was still living in Winnipeg at the time. Elana mentions she came to Winnipeg in 1973. She was studying with Zalman at the university and was not really connected to the community; 01:57 Elana continues to talk about the time she met him in San Francisco. Zalman stayed in her house while he was visiting; 03:40 Elana asks if Justin knows [Pip?]. She continues to list other people that lived in Winnipeg and asks if Justin has talked to Caloff as well; 05:20 Elana reflects on the special things about Zalman in Winnipeg. She talks about the massive shelves of papers and books that were translations and publications. Zalman would customize a packet of readings for people and it was called “Zalmania.” She mentions the book Zalman wrote “The First Step” came out of those packets; 06:53 Elana talks about the colored tallit Zalman knitted; 09:14 Justin asks what year it was when Elana met Zalman in San Francisco. She mentions it was 1972. Justin continues to ask Elana about her background and how she ended up in Winnipeg because of Zalman. Elana states she was from Los Angeles and moved to San Francisco before she moved to Winnipeg; 16:10 Justin asks if the winters in Winnipeg were shocking to her after growing up in California; 18:38 Elana reflects on a time Zalman took her cross-country skiing; 19:50 Elana talks about her summer in Winnipeg and how Zalman was still living with [Lindsay – also known as Mary Lynn (Zalman’s second wife)] in the basement. Elana talks about all the electronics, lights, and posters in the basement; 24:29 Justin asks when the romantic relationship between Elana and Zalman started. Elana clarifies that Lindsay and Zalman were separated in 1973 and that is when Elana and Zalman got together. Justin asks Elana to recall her first impression of Zalman when she met him at the House of Love and Prayer. She recalls how open people felt with him and remembers a time she walked around the block with Zalman and talked; 28:45 Elana talks about Zalman’s love for teaching and describes his classes. She was always impressed with the scope of his classes and how he brought in perspective from different disciplines. Elana talks about how Winnipeg was not big enough for Zalman; 31:14 Elana mentions that Zalman wanted to leave in the 1970’s. Zalman received two job offers, being in Texas and Philadelphia. He took the job in Philadelphia to be closer to the East Coast; 33:40 Justin asks where Zalman was living after he left Lindsay. Elana does not know because she was not there, but mentions he was already living in an apartment by the time she moved there; 41:18 Justin asks Elana if she did a lot of traveling with him. She mentioned Zalman traveled a lot, but she did not go with him all the time; 42:10 Elana talks about Zalman’s car named “Darrel” and how the car was wired with tape recorders. She tells a story about driving him to the airport and how the break line broke. She continues to list the names of the other cars and trailers they had such as Merrily and Hugo; 47:30 Elana talks about Zalman’s use of recreational drugs and the music he listened to; 54:00 Elana talks about “Zalmania” again and how he would print and keep everything. She continues to say he was like a “one-man catalog”; 58:55 Elana’s phone disconnects and interview ends.","University of Colorado Boulder Archives Department","Schachter, Elana","","","2014-12-29","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegElanaSchachter_29Dec2014.mp3","https://ark.colorado.edu/ark:/47540/x6239v5965hh","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Safad","http://vocab.getty.edu/tgn/7032018","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","8","143150","4866","WinnipegElanaSchachter_29Dec2014.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~8~143150"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Evita Smordin, 18 September 2014","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Evita Smordin, born 1940, by Dr. Justin Jaron Lewis at the interviewee's home in Winnipeg. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:36 Justin asks Evita how she knew him. She talks about her experiences at university and working at the Hillel house with Zalman. She also talks about taking the Hebrew Literature course from Zalman and how it was a notable course; 02:30 Evita talks about how close her family was to Zalman’s family and how they would visit each other’s homes. She knew all Zalman’s kids well; 04:22 Evita talks about Zalman’s interest in the three catalogs. Zalman also helped her make a tallit for her marriage; 05:22 Evita remembers Zalman was not the cleanest person. She mentions how she continued to see him after he left Winnipeg. She is still in touch with Zalman’s daughter, Tina; 06:30 Evita connected with Zalman at the Hillel house in 1957. She continues to talk about the culture and events at the Hillel house; 09:00 Zalman helped officiate Evita’s mother’s second marriage in her mother’s living room; 09:58 Evita describes the tallit she made for her husband in more detail. It had three shades of blue and each corner had a piece of leather; 12:17 Evita talks about the Jewish bookstore she had in Winnipeg. The Jewish catalogs were popular items at the store; 12:53 Justin asks Evita how Zalman’s relationship with the Winnipeg community changed over time. Evita states he got along with the younger generation better than the older generation; 13:40 Justin asks if Evita believes her life would have been different if she had not met Reb Zalman. She does not believe it would be; 16:30 Justin asks if Evita knew Hebrew; 17:28 Justin asks Evita to explain in more detail on the Hebrew course she took with Zalman. She had to translate a poem from Hebrew to English; 20:04 Justin asks Evita how she addressed him. She says she addressed him as Zalman. He was not famous at the time just a great guy in the city; 21:00 Justin asks if Evita recognized any cultural shift between the 1950s and the 1960s. She did not notice a shift or recognize she was going through a change at the time; 23:44 Justin asks about Zalman’s use of computers. She describes his basement including all the books he had; 26:54 Evita tells a story about the Quakers using the Hillel house as a prayer room. She continues to talk about the students at the Hillel house; 30:00 Justin thanks Evita and ends the interview.","University of Colorado Boulder Archives Department","Smordin, Evita","","","2014-09-18","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegEvitaSmordin_18Sep2014.mp3","https://ark.colorado.edu/ark:/47540/n02j9935f7br","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Winnipeg","http://vocab.getty.edu/tgn/7013143","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","9","143149","4866","WinnipegEvitaSmordin_18Sep2014.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~9~143149"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Ezra Scheff, 8 April 2015","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Ezra Scheff, born 1951, by Dr. Justin Jaron Lewis and [Alex Granky?] via Skype from the interviewee's home in California or Israel. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 01:07 Ezra begins by talking about how he knew Zalman. He states he was a student at the University of Illinois in Chicago and Zalman’s brother was a director there and suggested he talk to Zalman since he was interested in learning about Judaic studies. He said the interview with Zalman consisted of Ezra having to run up an escalator backwards at the mall; 02:13 Ezra talks about his Jewish History degree that he earned in 1975; 02:55 Ezra talks about his relationship with Zalman inside and outside school. Ezra mentions his house became the hang-out spot for the students; 04:23 Ezra talks about visiting Zalmans home; 04:51 Ezra talks about his experience as a teaching assistant for the Psychology of Religion course. Ezra talks about the labs that simulated religious experiences. Ezra talks about the various churches and monasteries the students went to; 06:28 Ezra talks about his own religious background before his studies and after his studies. He grew up in a traditional Jewish home; 08:07 Ezra talks about his parents’ background and Jewish heritage; 10:00 Interviewer asks Ezra if he remembers anything about the culture or people of Winnipeg in the 1970’s when Zalman was teaching there. Ezra states the people of Winnipeg are really warm; 10:58 Ezra is asked to describe Zalman. He states he had a very charismatic voice and thought out-of-the-box; 11:53 Ezra talks more about Zalman’s brother, Joseph, and how different they were; 14:00 Interviewer asks if Ezra had participation with [unintelligible]. Ezra states he became the janitor for it; 15:20 Ezra continues to talk about the Psychology of Religion course. He mentions many people do not remember aspects of it because the people who typically took his classes were on drugs in the 1970s; 17:18 Ezra talks about his experience being a teacher’s assistant for the course; 19:30 Interviewer thanks Ezra for his participation.","University of Colorado Boulder Archives Department","Scheff, Ezra","","","2015-04-08","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegEzraScheffApril082015.MP3","https://ark.colorado.edu/ark:/47540/233w6x93v98d","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","California","http://vocab.getty.edu/tgn/7007157","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","35","289327","4878","WinnipegEzraScheffApril082015.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~35~289327"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Fern and Bruce Kettner, 09 September 2014","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Fern and Bruce Kettner, Fern born 1952 and Bruce born 1954, by Dr. Justin Jaron Lewis at the interviewees' home in Winnipeg. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:29 Fern talks about her first meeting with Zalman who was visiting San Francisco around 1971. Fern continues to say she wrote him a letter asking if she could fly to Winnipeg to study with him and he wrote back and told her that it was not a good time for him and did not want anymore young, single women flying out to Winnipeg to study with him. He suggested she go to Israel instead; 02:25 Fern talks about her experience in Israel; 03:15 Bruce provides information about his religious background. He also ended up in Israel; 05:38 Fern talks about meeting Bruce and how he ended up being from Winnipeg. Bruce’s father taught at the University of Manitoba with Zalman; 07:00 Fern talks about how Zalman urged Fern and Bruce to get married. She continues to talk about her experiences meeting Zalman. She describes his hands and how fatherly they were. She also mentions he was a bigger man and showed much emotion; 09:30 Bruce and Fern state they got married in 1974 and moved to Winnipeg. Bruce talks about his experience taking the Psychology of Religion labs with Zalman; 13:30 Fern tells a story about a woman named Clara who would hide and wait for Zalman. Fern states he was always nice to Clara even though she was annoying to him; 15:50 Justin and Bruce talk about the classroom and labs from the Psychology of Religion course; 16:45 Fern talks about Zalman and Elana’s marriage and how Elana was also from San Francisco; 19:40 Fern talks about the time Zalman shared acid with Bruce and Fern. They continue to talk about how crazy the time was. They also talk about a Jewish retreat farm in Maine looking for community, spiritual seekers that they went to; 23:00 Fern talks about the brief separation between her and Bruce. They then got back together and joined a Christian group in Boston. She talks about the book Zalman wrote and how he autographed it for them. They continued to meet Zalman and note how supportive he was of other religions and Bruce and Fern’s switch from Judaism to Christianity; 26:51 Justin asks Fern and Bruce to talk more about the LSD and marijuana use in Winnipeg; 27:47 Bruce talks about how his parents liked Zalman after Justin asked if Bruce’s parents were worried about Bruce’s interactions with Zalman; 32:50 Interview cuts out.","University of Colorado Boulder Archives Department","Kettner, Fern","","Kettner, Bruce","2014-09-09","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegFernAndBruceKettner_09Sep2014.mp3","https://ark.colorado.edu/ark:/47540/8n094s5413h4","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Winnipeg","http://vocab.getty.edu/tgn/7013144","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","10","143148","4866","WinnipegFernAndBruceKettner_09Sep2014.mp3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~10~143148"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Frank Hechter, 5 March 2015","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of David Wilder, born 1954, by Dr. Justin Jaron Lewis at the Adas Yeshurun Herzlia Synagogue. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:30 David begins by talking about his recollections of Zalman starting in 1972 through 1975. He was a student in the Department of Judaic Studies at the University of Manitoba; 01:20 David states his friends were Zalman’s kids and he dated one of his daughters which caused an uneasiness or friction between Zalman and himself; 03:32 David talks about his experience growing up in the 1960s and how conservative he was at the time. He believes he became close to Zalman’s kids because there were also fairly conservative and did not do drugs, while their father did; 06:23 David talks about experiences with Zalman while he was in high school and his first encounter of Zalman; 10:20 David and Justin talk about Zalman’s drug use and LSD; 11:58 Justin asks David how other rabbis or professors got along with Zalman. He also talks about his experiences in various courses in his program; 17:52 David talks about his experiences with [Fagle?]. David talks about how bitter she was; 25:40 David talks about how he started dating Tina. He states he met her at Yale through Jewish student organizations; 28:21 David tells a story about a play that Zalman did the music for and the fact that it was a great experience; 37:22 Justin asks if David took the Psychology of Religion course and he said it wasn’t available at the time. He continues to talk about other courses that were offered; 44:40 David talks about the students that went into law; 50:08 David talks about [Israel Bonds?] and going to New York in the 1980’s; 55:50 Justin and David talk about the break down of Jewish leadership after Zalman left; 01:03:29 David talks about how strong Zalman was in his early years; 01:09:00 David provides Justin with contacts for other Rabbis and family members; 01:11:09 Justin thanks David for his participation.","University of Colorado Boulder Archives Department","Hechter, Frank","","","2015-03-05","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegFrankHechterMarch052015.MP3","https://ark.colorado.edu/ark:/47540/x72x103909zh","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Winnipeg","http://vocab.getty.edu/tgn/7013148","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","36","289326","4878","WinnipegFrankHechterMarch052015.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~36~289326"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Gail and Len Fishman, 02 December 2014","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Gail and Lenny (Len) Fishman, Gail born 1949 and Len born 1947, by Dr. Justin Jaron Lewis at the interviewees' home in Winnipeg. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:40 Justin asks Gail to read the email she sent regarding the oral history project and Reb Zalman. Gail admits she is sorry to hear about his passing and becomes emotional. She continues to read the email. She talks about her marriage to her husband around 1971; 02:30 Gail talks about how she met Reb Zalman. They were neighbors and events were always happening at his house. She met Meriam Schachter, Zalman’s daughter, at her high school and that is how she entered his household. She did not engage with Meriam very well and mentions Meriam was from New York; 04:40 Gail talks about her time at university and meeting Zalman at university. She graduated in 1970. After she graduated Gail and her husband went to Europe and got married there before they returned to Canada. Lenny states it was a civil ceremony and they had a better Jewish ceremony when they returned in Canada; 11:00 Gail talks about the photos she found from her wedding and time in Winnipeg; 27:00 Justin asks if there was any dancing at the wedding. They state it was a really hot day so people were swimming in the lake and eating; 34:30 Justin asks how the wedding was considered “a hippy wedding” compared to what other traditional weddings were like; 36:00 Gail and Lenny talk about a grant funded project they did about the poetry book they curated after sending out a notice to the people of Winnipeg to send in their poetry; 39:27 Justin asks Lenny and Gail what their Jewish upbringing was like. They talk about their religious relatives; 47:17 Gail describes the aura that Zalman had about him. He was an authentic man; 51:30 Justin thanks them for their participation.","University of Colorado Boulder Archives Department","Fishman, Gail","","Fishman, Len","2014-12-02","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegGailAndLenFishman_02Dec2014.mp3","https://ark.colorado.edu/ark:/47540/cp5t9m2635bh","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Winnipeg","http://vocab.getty.edu/tgn/7013145","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","11","143147","4866","WinnipegGailAndLenFishman_02Dec2014.MP3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~11~143147"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Henri Marcoux, 31 August 2016","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Henri Marcoux, born 1939, by Dr. Justin Jaron Lewis in Henri’s office in Winnipeg. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:43 Justin begins the interview by asking Henri about his experience being Rabbi Zalman’s friend. Henri talks about meeting Zalman while he was heavily involved with human relations and was part of a training group. Once he graduated from chiropractic school, Zalman became one of his patients; 04:00 Henri talks about a sense of strength and spirituality that Zalman had. He uses an example of Zalman’s divorce and the new woman he met to exemplify Zalman’s strengths; 05:40 Henri talks about a memory he had from the [Festival of Life and Learning]. He states a program he led became emotionally out of control and Zalman was there and helped him gain more control over the program; 08:20 Henri talks about how respectful and loving Zalman was; 10:24 Justin asks Henri to expand on the training groups (or “T-groups”) he worked for. Henri was part of the groups for ten years; 15:00 Henri continues to talk about his experience as a trainer for the nude massage groups; 20:12 Justin asks Henri to recall some interactions he had with Zalman and what they were like. Henri talks about a popular Hebrew song he chanted with Zalman; 24:26 Henri talks about the lessons he learned from Zalman about Judaism. He talks about being present in your life and spiritual awareness; 28:30 Henri continues to talk about the music Zalman played and a conversation he had with Zalman about the importance of music; 30:00 Henri talks about the moment Zalman left his wife and dated a younger woman. It created a scandal in the community because it was viewed that an Orthodox rabbi left his wife for a younger woman; 31:20 Justin asks Henri to talk about his cultural background as a French Canadian. He talks about his experiences meeting Jewish people as he grew up. He also talks about his first marriage and the different religious people at his wedding; 36:44 Justin asks if there were prejudice attitudes towards people of the Jewish faith in the 1970s; 40:00 Interviewers thank Henri for his interview.","University of Colorado Boulder Archives Department","Marcoux, Henri","","","2016-08-31","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegHenriMarcouxAug312016.mp3","https://ark.colorado.edu/ark:/47540/cc3b3q85d6pt","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Winnipeg","http://vocab.getty.edu/tgn/7013148","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","37","289325","4878","WinnipegHenriMarcouxAug312016.mp3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~37~289325"
"Winnipeg Jewish Renewal Oral History Collection","Interview with Herb Basser, 10 September 2014","Lewis, Justin Jaron, 1961-","http://id.loc.gov/authorities/names/no2004060292","Jewish renewal","http://id.loc.gov/authorities/subjects/sh00002655","Schachter-Shalomi, Zalman, 1924-2014","http://id.worldcat.org/fast/102574","Audio interview of Herb Basser, born 1942, by Dr. Justin Jaron Lewis via Skype from the interviewee's home in Toronto to the interviewer's office. 00:00 Interview begins with an introduction of the interviewer and interviewee, as well as location information; 00:21 Herb talks about the first time he met Zalman. He was interviewing for the Hillel director position in 1972 or 1973. Herb talks about the instant bonding he felt when he first met Zalman; 09:30 Herb tells a story about Zalman taking him to a Trappist monastery. They went to the top of the dome where a choir was signing. Herb mentions the voices were so captivating and spiritual; 20:00 Herb talks about how Zalman enjoyed performing; 21:13 Herb says he has a friend in Israel working on a biography about Zalman. His friend reminded him of other stories about Zalman that opened his mind. 35:57 Herb tells a story about him and Zalman going to Minneapolis. This is where Herb discovered Zalman’s ability to lead meditation groups. He continues to talk about Zalman’s capacity for caring about other people; 56:20 Justin asks Herb to expand on the drugs Zalman took. Herb mentions that Zalman went to a conservative R.A. assembly and talked to Herb about how contradictory he thought the assembly was. Zalman also talked to Herb about Timothy Leary and expanded consciousness; 01:06:00 Herb comments he only saw Zalman in a suit and tie once. He usually wore t-shirts; 01:13:00 Herb talks about the poem he once wrote to Zalman; 01:22:00 Herb comments that there are probably a lot of recordings, videos, and excerpts of Zalman teaching or performing and someone will have to comb through all of it and come up with something that really sums up who Zalman was. He also talks about Zalman’s book “The First Step” and Herb said he was disappointed with the book because he felt like it didn’t capture the grandeur of Zalman; 01:40:56 Justin asks if Herb recalls any of the texts he was learning with Zalman; 01:43:50 Herb talks about Zalman’s ability to break barriers; 01:52:00 Herb talks about Zalman’s opinions about the conservative movement and how he failed to introduce his beliefs into the conservative movement; 02:08:00 Herb talks about the Reconstructionist prayer book and Zalman’s opinion of it; 02:13:50 Justin and Herb talk about the oral history project and other interviews Justin is doing; 02:40:00 Justin ends the interview as Herb and Justin continue to talk about Manitoba and Justin’s sabbatical.","University of Colorado Boulder Archives Department","Basser, Herb","","","2014-09-10","Sound","http://purl.org/dc/dcmitype/Sound","audio/mpeg","http://www.iana.org/assignments/media-types/audio/mpeg","WinnipegHerbBasser_10Sept2014.mp3","https://ark.colorado.edu/ark:/47540/19562k56b10p","Rabbi Zalman Schachter's Years in Winnipeg","English","http://id.loc.gov/vocabulary/iso639-2/eng","Toronto","http://vocab.getty.edu/tgn/7013284","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","12","143146","4866","WinnipegHerbBasser_10Sept2014.mp3","https://cudl.colorado.edu//luna/servlet/detail/CUB~5~5~12~143146"
